source,target
i have lost my hopes.,i’ve totally lost all hope.
"my lord,they stay for you to give your daughter to her husband.","my lord, they’re waiting for you to hand your daughter off to her hubby."
do not abuse me.,don’t mistreat me.
and so the lion vanished.,"and just like that, the lion dipped."
"brutus,bait not me,ill not endure it.","brutus, don’t mess with me, i’m not having it."
quite dumb?,dead silent?
who comes here?,who’s rolling up?
the english camp at agincourt.,the english squad’s camp at agincourt.
"believe me,sir,she is the goodliest woman that ever lay by man,which when the people had the full view of,such a noise arose as the shrouds make at sea in a stiff tempest,as loud and to as many tunes.","trust me, sir, she’s the hottest chick alive—when the crowd saw her, they made more noise than a ship caught in a savage storm."
then collatine again by lucrece side in his clear bed might have reposed still.,then collatine could’ve chilled next to lucrece and stayed snoozing in peace.
who wouldst thou serve?,who you wanna ride for?
"her husband,knave!","her husband, dude!"
"therefore away,and leave her bravely;go.","so bounce, and leave her in style."
but thou art not quickly moved to strike.,but you ain’t quick to throw down.
"how now,mad wag?","yo, wild one, what’s up?"
what should i think?,what am i supposed to think?
"one sorrow never comes but brings an heir,that may succeed as his inheritor;and so in ours:some neighbouring nation,taking advantage of our misery,that stuffd the hollow vessels with their power,to beat us down,the which are down already;and make a conquest of unhappy me,whereas no glorys got to overcome.","every heartbreak spawns a new heir, and right now some neighbor is tryna cash in on our misery and beat us down, conquering poor me when i’m already down."
the paper hath cut her throat already.,the letter’s already slit her throat.
"the thane of cawdor lives,a prosperous gentleman;and to be king stands not within the prospect of belief,no more than to be cawdor.","the thane of cawdor’s alive, living large; and thinking i’ll be king? that’s as wild as being cawdor."
"i have purchased as many diseases under her roof as come to to what,i pray?",i’ve picked up every disease under her roof—how’s that even possible?
knows he of this?,does he know about this?
"he sent to me,sirhere he comes.","he sent word, sir… here he is."
"why then,let them alone till they are sober:if they make you not then the better answer,you may say they are not the men you took them for.","then leave them be until they sober up; if they still can’t talk sense, tell them they’re not who you thought."
"i came hither to tell you;and circumstances shortened,for she has been too long a talking of,the lady is disloyal.","i came to spill the tea; long story short, she’s been talking too much—turns out the lady’s a snake."
"speak on,sir;i dare your worst objections.","keep going, sir; i can handle your worst clapbacks."
"a gentleman of tyre;my name,pericles;my education been in arts and arms;who,looking for adventures in the world,was by the rough seas reft of ships and men,and after shipwreck driven upon this shore.","i’m a tyrian gent named pericles, schooled in arts and arms; hunting for adventures, got wrecked at sea, and washed up on your shore."
acordo linta.,acordo linta.
"therefore,sir,as i shall here make trial of my prayers,either presuming them to have some force,or sentencing for aye their vigor dumb,prorogue this business we are going about,and hang your shield afore your heart,about that neck which is my fee,and which i freely lend to do these poor queens service.","so, sir, i’m testing my luck here—either my prayers hit or they flop forever; pause this drama, hang your shield over your heart, around the neck that pays me, and i’ll serve these poor queens for free."
"my ladys a cataian,we are politicians,malvolios a peg-a-ramsey,andthree merry men be we.","my lady’s a cataian, we’re politicos, malvolio’s a jester, and we’re three merry dudes."
good night to everyone.,"nighty night, y’all."
"sir john falstaff,a word with you.","sir john falstaff, need a word."
what sneaking fellow comes yonder?,what sneaky dude’s creeping over there?
"why,farewell,portia.","well, later, portia."
what an equivocal companion is this!,what a shady sidekick this is!
it cannot be but thou hast murderd him.,it’s gotta be you—you straight-up offed him.
"for shame,my lord of winchester,relent!","shame on you, lord winchester, chill out!"
"come now;what masques,what dances shall we have,to wear away this long age of three hours between our after-supper and bed-time?",so what masks and dances we throwing to kill the three-hour gap between dinner and bedtime?
"sextus pompeius hath given the dare to caesar,and commands the empire of the sea.",sextus pompeius just threw down the gauntlet to caesar and runs the sea empire now.
"vouchsafe my labour,and long live your lordship.","accept my hustle, and long live your lordship."
it is not you i call for.,i wasn’t calling for you.
go ply thy needle;meddle not with her.,go do your sewing; stop meddling with her.
before agamemnons tent.,in front of agamemnon’s tent.
methought i wasthere is no man can tell what.,i thought i was… no one can even explain it.
"and heres a prophet that i brought with me from forth the streets of pomfret,whom i found with many hundreds treading on his heels;to whom he sung,in rude harsh-sounding rhymes,that,ere the next ascension-day at noon,your highness should deliver up your crown.","here’s a prophet i grabbed from pomfret’s streets—he was mobbed by hundreds; he rapped that by next ascension-day, you’ll have to hand over your crown."
"ah,what a shame,ah,what a fault were this!","damn, what an embarrassment!"
"i am afeard the life of helen,lady,was foully snatchd.",i’m scared helen’s life was snatched dirty.
"you will the sooner that i were away,for youll prove perjured if you make me stay.",you’ll want me gone faster; you’ll prove fake if you force me to stay.
"my worthy lord,if ever tamora were gracious in those princely eyes of thine,then hear me speak indifferently for all;and at my suit,sweet,pardon what is past.","my lord, if tamora ever looked good to you, listen to me for everyone; and sweetie, forgive what’s done."
"here,take the humour-letter.","here, take this mood letter."
"the good in conversation,to whom i give my benison,is still at tarsus,where each man thinks all is writ he speken can;and to remember what he does,build his statue to make him glorious:but tidings to the contrary are brought your eyes;what need speak i?","the real homie i bless is still in tarsus, where everyone thinks his words are gospel and even builds statues of himself; but your eyes got the real tea—why say more?"
here are the beetle-brows shall blush for me.,these beetle-brows are gonna be red for me.
"what things are these,my lord antonio?","what’s all this, lord antonio?"
"scarce had the sun dried up the dewy morn,and scarce the herd gone to the hedge for shade,when cytherea,all in love forlorn,a longing tarriance for adonis made under an osier growing by a brook,a brook where adon used to cool his spleen.","barely had the sun dried the morning dew when cytherea, heartbroken, waited for adonis under a brookside bush, the same stream adon chilled in."
how does your grace?,"how’s it hanging, your grace?"
"they say,in care of your most royal person,that if your highness should intend to sleep and charge that no man should disturb your rest,in pain of your dislike or pain of death,yet,notwithstanding such a strait edict,were there a serpent seen,with forked tongue,that slyly glided towards your majesty,it were but necessary you were waked,lest,being suffered in that harmful slumber,the mortal worm might make the sleep eternal.","they say, for your royal self, if you plan to sleep and forbid any wake-up calls under penalty of death, but if a snake slithers up with its forked tongue, you gotta wake up so that worm doesn’t kill you forever."
and why rail i on this commodity?,and why am i whining about this perk?
"ay,but,i fear me,with a hollow heart.","yeah but, i gotta admit, my heart’s feeling empty."
your lordship speaks most infallibly of him.,you hit the nail on the head about him.
"he saith she is immodest,blames her miss;what follows more,she murders with a kiss.","he says she’s a freak, shames her, and then kills her with a kiss."
"sirrah,give place.","hey you, move over."
"new customs,though they be never so ridiculous nay,let em be unmanlyyet are followed.","new trends, no matter how dumb or unmanly, still get followed."
"my knight,i will inflame thy noble liver,and make thee rage.","my knight, i’ll fire up your passion and make you go wild."
"she will beshrew me much that romeo hath had no notice of these accidents;but i will write again to mantua,and keep her at my cell till romeo come.","she’ll hate that romeo missed all this, but i’ll write mantua again and keep her locked up till romeo shows."
i think you can.,i bet you can.
"i shall take it,sir.","i’ll take it, sir."
by this lord angelo perceives hes safe;methinks i see a quickning in his eye.,lord angelo’s realizing he’s safe; i see a spark in his eye.
nothing else.,nothing else.
one of your lordships pages.,one of your lordship’s pages.
"but tell me true,are you not mad indeed?","but seriously, you’re not actually insane, are you?"
"come,quick,quick,that i may lay my head in thy lap.","hurry up, so i can rest my head in your lap."
to th syllable.,down to the last syllable.
"admit him,sir.","let him in, sir."
take her hence:her heart is but oerchargd;she will recover.,take her away; her heart’s overloaded; she’ll bounce back.
henceforth hated be of timon man and all humanity!,"from now on, timon’s squad and all humans can hate me!"
"art thou so bare and full of wretchedness,and fearst to die?","you’re so broke and miserable, you’re scared to die?"
cannot my lord stanley sleep these tedious nights?,can’t lord stanley catch some z’s these endless nights?
but theirs is sweetened with the hope to have the present benefit which i possess;and hope to joy is little less in joy than hope enjoyed.,"but their vibe’s sweetened by the hope of what they have, and hope’s almost as lit as actually living the dream."
this is sure fidele.,this is legit fidele.
"hold,there is forty ducats.","hold up, here’s forty ducats."
"if you be well pleasd with this,and hold your fortune for your bliss,turn to where your lady is,and claim her with a loving kiss.","if you’re cool with this and trust it’s your lucky break, go to your girl and seal it with a kiss."
is she so hot a shrew as shes reported?,is she really as wild as the rumors say?
"help,friends below!","help, peeps downstairs!"
"ill not be made a soft and dull-eyed fool,to shake the head,relent,and sigh,and yield to christian intercessors.","i’m not gonna be a soft, dumb fool nodding, sighing, and giving in to christian pity."
"o momentary grace of mortal men,which we more hunt for than the grace of god!","oh, brief mercy of mortals, we chase it harder than god’s grace!"
"ha,ha!",haha!
"but since i cannot,be it known unto you i do remain as neuter.","but since i can’t, just know i’m staying neutral."
"why,so i say.","yeah, that’s my stance."
thou art one o th false ones.,you’re one of the fakes.
the just proportion that we gave them out.,that’s exactly how we split them.
now the witch take me if i meant it thus!,witch take me if i meant it like that!
"for shame,you generals!","shame on you, generals!"
"for all this same,ill hide me hereabout.","after all that, i’m just gonna lay low around here."
"in your imagination hold this stage the ship,upon whose deck the sea-tost pericles appears to speak.","imagine the ship is the stage, and sea-sick pericles is about to speak."
"tis like the commons,rude unpolished hinds,could send such message to their sovereign.",it’s crazy to think unpolished commoners could send that message to their ruler.
"being something gently considered,ill bring you where he is aboard,tender your persons to his presence,whisper him in your behalfs;and if it be in man besides the king to effect your suits,here is man shall do it.","if you’re down, i’ll bring you to him on deck, let you meet him, whisper your asks; and if anyone but the king can get it done, i’m your man."
how now!,"yo, what’s good!"
"why,horns,which such as you are fain to be beholding to your wives for.",why those horns you’re so proud to owe to your wives.
"come on,and do your best to fright me with your sprites:youre powerful at it.",come at me and do your best to spook me with your ghosts; you’re hella good at it.
and the boy that i gave falstaff.,and the kid i gave to falstaff.
"i will run,fiend,my heels are at your commandment,i will run.","i’ll run, fiend, my heels obey you, i’ll run."
"here,my lord.","here, my lord."
wrench it open;soft!,pry it open; easy does it!
"nor time nor place did then adhere,and yet you would make both:they have made themselves,and that their fitness now does unmake you.","neither time nor place stuck back then, yet you tried to force both; they made themselves, and now their vibe unfits you."
"you have,by fortune and his highness favours,gone slightly oer low steps,and now are mounted where powers are your retainers,and your words,domestics to you,serve your will as t please yourself pronounce their office.","you’ve, by luck and the king’s favors, skipped the low-key steps and now you’re up top with power at your side, and your words, your servants, do whatever you want."
"you were as flowrs,now witherd.","you were like fresh flowers, now totally wilted."
"not a whit,ifaith.","not at all, for real."
"but she so loves the token,for he conjurd her she should ever keep it,that she reserves it evermore about her to kiss and talk to.","but she’s obsessed with that token, ‘cause he made her promise to always keep it, so she keeps it close to kiss and chat with."
"o jest unseen,inscrutable,invisible,as a nose on a mans face,or a weathercock on a steeple!","oh hidden joke, inscrutable and invisible, like a nose on a face or a weather vane on a steeple!"
have you received no promise of satisfaction at her hands?,didn’t she promise to make it up to you?
"i,that did never weep,now melt with woe that winter should cut off our spring-time so.","me, who never cried, now melting with sorrow that winter cut short our spring."
"i have been the book of his good acts,whence men have read his fame unparalleled happily amplified;for i have ever verified my friends of whom hes chiefwith all the size that verity would without lapsing suffer.","i’ve been the book of his good deeds, where everyone read his fame, blown up bigger than ever; i’ve always vouched for my friends, and he’s top dog, no cap."
"with lawyers in the vacation;for they sleep between term and term,and then they perceive not how time moves.",lawyers chill in between sessions; they snooze term to term and don’t notice time flying.
"and now i have the boy,i will undo this hateful imperfection of her eyes.","now that i’ve got the kid, i’ll fix that annoying flaw in her eyes."
a knavish speech sleeps in a foolish ear.,shady words go in one stupid ear and do nothing.
a messenger from the galleys.,a messenger from the galleys.
"small curs are not regarded when they grin,but great men tremble when the lion roars;and humphrey is no little man in england.","small dogs aren’t noticed when they bark, but big guys freeze when the lion roars; and humphrey is no small dude in england."
"uninhabitable,and almost inaccessible,yet yet he could not miss t.","unlivable and almost unreachable, yet he still made it."
"or there well sit,ruling in large and ample empery oer france and all her almost kingly dukedoms,or lay these bones in an unworthy urn,tombless,with no remembrance over them.","we could be chilling there, ruling over france and its almost-royal dukedoms, or lay these bones in a sad, forgotten tomb."
was ever book containing such vile matter so fairly bound?,ever see a book with nasty content so nicely wrapped?
but who comes here?,but who’s pulling up here?
"mark how his virtue,like a hidden sun,breaks through his baser garments.","peep how his goodness, like a hidden sun, breaks through his basic outfit."
"the town is beseechd,and the trumpet call us to the breach,and we talk,and,be chrish,do nothing.","the town’s begging, the trumpet’s calling us to fight, and we just talk and, for real, do nothing."
"where are these porters,these lazy knaves?",where are these lazy door guys?
i will not look upon your masters lines.,i’m not reading your boss’s lines.
"your fellow tranio here,to save my life,puts my apparel and my countnance on,and i for my escape have put on his;for in a quarrel since i came ashore i killd a man,and fear i was descried.","your boy tranio saved me by swapping clothes and faces, and i, to escape, put on his gear; since landing, i killed a dude and i’m scared i got spotted."
the fox barks not when he would steal the lamb.,the fox stays quiet when he’s about to snatch the lamb.
"therefore,for coriolanus neither to care whether they love or hate him manifests the true knowledge he has in their disposition and,out of his noble carelessness,lets them plainly seet.","so coriolanus shows he knows they’ll love or hate him and, chill as ever, just lets them see it."
"ay,ay,my liege,and of a lovely boy.","yep, my liege, and he’s a handsome kid."
"in happy time,here comes the duke himself.","perfect timing, here comes the duke himself."
"god buy you,with all my heart.","peace out, i mean it."
they say shes mad.,they say she’s gone mad.
"full of wise care is this your counsel,madam.","this advice of yours is full of wise caution, ma’am."
"ay brother,to our grief,as it is yours.","yep, bro, we’re all sad about it."
i see their knavery.,i see their scam.
"my oberon,what visions have i seen!","my oberon, what wild visions i’ve had!"
"why,then,by god gods wrong is most of all.","then, by god, it’s the gods’ biggest injustice."
i shall tell you a pretty tale.,i’ve got a cute story to tell you.
where did i leave?,where was i?
call here my varlet;ill unarm again.,call my servant; i’ll suit up again.
"some men must love my lady,and some joan.","some guys are into my lady, some are into joan."
"why,shes neither fish nor flesh;a man knows not where to have her.",she’s neither fish nor flesh; no one knows what to make of her.
i dance attendance here.,i’m just hanging around here.
"yet cease your ire,you angry stars of heaven!","calm down, angry stars of heaven!"
it holds current that i told you yesternight:theres a franklin in the wild of kent hath brought three hundred marks with him in gold.,remember i told you last night: there’s a rich franklin in kent with three hundred marks in gold.
"wonder not,nor admire not in thy mind,why i do call thee so,for i will show thee no reason fort.",don’t be shocked or wonder why i call you that; i won’t explain it.
"i am aweary,give me leave awhile;fie,how my bones ache!","i’m tired, give me a break; dang, my bones ache!"
"i prithee,pretty york,who told thee this?","i beg you, sweet york, who told you that?"
"a joyless,dismal,black,and sorrowful issue.","a joyless, gloomy, black, and sorrowful outcome."
"tis as easy as lying:govern these ventages with your finger and thumb,give it breath with your mouth,and it will discourse most eloquent music.","it’s as easy as playing a flute: pinch the holes, blow, and you’ll get fire music."
who knows that lodowick?,who even knows that lodowick?
"ill not fail,if i live.","i won’t bail, if i live."
"farewell,monsieur;i have spoken better of you than you have or will to deserve at my hand;but we must do good against evil.","later, monsieur; i’ve spoken better of you than you deserve, but we gotta fight evil with good."
"for day,quoth she,nights scapes doth open lay,and my true eyes have never practised how to cloak offences with a cunning brow.","by day, she said, nights are wide open, and my true eyes never learned to hide wrongs behind a fake look."
they were too rough that threw her in the sea.,they were too rough tossing her in the sea.
"my worthy friends,will you draw near?","my friends, you wanna come closer?"
and i choose clarence only for protector.,and i pick clarence as protector.
"good my lords,be friends.","my lords, let’s make peace."
"nay,be not angry,sir.","hey, don’t be mad, sir."
the king hath thrown his warder down.,the king just dropped his guard.
"upon my tongues continual slanders ride,the which in every language i pronounce,stuffing the ears of men with false reports.","my tongue’s spilling slander in every language, stuffing ears with lies."
is not that a brave man?,isn’t that a badass?
"i am tied to the stake,and i must stand the course.","i’m tied to the stake, gotta ride this out."
wounded to death.,wounded to the bone.
"my widow-comfort,and my sorrows cure!",my widow’s comfort and my sorrow’s cure!
"what,gertrude?","what’s up, gertrude?"
"by the mess,ere theise eyes of mine take themselves to slomber,ill de gud service,or ill lig i the grund for it;ay,or go to death;and ill payt as valorously as i may,that sall i suerly do,that is the breff and the long.","i swear, before these eyes sleep, i’ll serve hard or lie in the ground for it; or die trying, and i’ll paint as bravely as i can, that’s the gist."
"as i do live by food,i met a fool,who laid him down and basked him in the sun,and railed on lady fortune in good terms,in good set terms,and yet a motley fool.","i swear by my meals, i met a fool who laid in the sun and ranted at lady luck in perfect terms, still a total clown."
why will my lord do so?,why’s my lord doing that?
"tut,our horses they shall not see,ill tie them in the wood;our visards we will change after we leave them;and,sirrah,i have cases of buckram for the nonce,to immask our noted outward garments.","nah, they won’t see our horses; i’ll tie them in the woods; we’ll switch masks after; and hey, i’ve got buckram suits ready to hide our usual gear."
"why,your lieutenant,cassio.","oh, your lieutenant, cassio."
"by cock and pie,sir,you shall not away tonight.","nope, you’re not leaving tonight."
or who gave it you?,or who gave it to you?
"sweet blowse,you are a beauteous blossom sure.","sweet blowse, you’re a real beauty."
"weret not that we stand up against them all,twere pregnant they should square between themselves,for they have entertained cause enough to draw their swords.","if we weren’t standing up against them all, they’d have squared off already, they’ve got enough reason to draw swords."
"if your will pass,i shall both find your lordship judge and juror,you are so merciful.","if you’re cool with this, i’ll be both judge and jury, you’re that merciful."
"now,for the love of him whom jove hath marked the honour of your bed,and for the sake of clear virginity,be advocate for us and our distresses.","for jove’s sake and your clear virginity, stand up for us and our struggles."
"tut,i like it not:old fashions please me best;i am not so nice,to change true rules for odd inventions.","nah, i’m not feeling it: old school rules are best; i’m not picky enough to swap real rules for random ideas."
"no,no;well use no horses:i perceive you would fain be at that fight.",no horses: i see you wanna be in that fight.
it was the copy of our conference.,it’s just the transcript of our chat.
"i am as well in my wits,fool,as thou art.","i’m as sharp in my head, fool, as you are."
now would i give a thousand furlongs of sea for an acre of barren ground.,right now i’d trade a thousand miles of sea for a patch of empty land.
i have no precious time at all to spend;nor services to do till you require.,i’ve got zero time to waste or favors to do till you ask.
"sons,kinsmen,thanes,and you whose places are the nearest,know,we will establish our estate upon our eldest,malcolm;whom we name hereafter the prince of cumberland:which honour must not unaccompanied invest him only,but signs of nobleness,like stars,shall shine on all deservers.","sons, kin, thanes, and you nearest, know we’ll set our estate on malcolm, our eldest; we call him prince of cumberland, and that honor comes with stars shining on all worthy."
for where is she so fair whose uneared womb disdains the tillage of thy husbandry?,where’s a woman so perfect whose bare womb refuses her husband’s care?
your reason.,your reasons.
"o noble emperor,do not fight by sea.","oh noble emperor, don’t fight at sea."
"but couch,ho!","but lie down, ho!"
is man so hateful to thee that art thyself a man?,"is man so hated by you, though you’re a man yourself?"
"amazed,my lord?","surprised, my lord?"
that rebellion had met ill luck?,that rebellion got bad luck?
"judas i amthe more shame for you,judas.","i’m judas, shame on you, judas."
"nor ever heard,nor ever did suspect.",never heard or even suspected.
your honour is most welcome.,your honour is hella welcome.
"mount them,and make incision in their hides,that their hot blood may spin in english eyes,and dout them with superfluous courage,ha!","ride them out and slash their hides so their hot blood splashes in english eyes, hyping them up with extra courage, ha!"
"i will not choose what many men desire,because i will not jump with common spirits and rank me with the barbarous multitudes.","i’m not about chasing what everyone craves, i refuse to ride the basic crowd wave."
"one kiss shall stop our mouths,and dumbly part;thus give i mine,and thus take i thy heart.",one kiss shuts us up and we part silent; that’s me giving mine and stealing your heart.
"for thee,against my self ill vow debate,for i must neer love him whom thou dost hate.","for you, i’ll go against myself and argue, ‘cause i could never love the one you hate."
all people tear him to pieces!,everyone’s tearing him apart!
"however god or fortune cast my lot,there lives or dies,true to king richards throne,a loyal,just,and upright gentleman.","no matter how god or fate dealt my hand, i live or die loyal to king richard’s throne, a true, just, and stand-up guy."
"i am pericles of tyre:but tell me now my drownd queens name,as in the rest you said thou hast been godlike perfect,the heir of kingdoms and another life to pericles thy father.","i’m pericles of tyre: but tell me my drowned queen’s name, ‘cause you said you were flawless, heir to kingdoms and a new life for pericles your dad."
i can tell you they are princes.,"trust me, they’re legit princes."
"if lusty love should go in quest of beauty,where should he find it fairer than in blanche?","if lusty love went hunting beauty, where would it be prettier than in blanche?"
"caesar,beware of brutus;take heed of cassius;come not near casca;have an eye to cinna;trust not trebonius;mark well metellus cimber;decius brutus loves thee not;thou hast wrongd caius ligarius.","caesar, watch out for brutus; beware cassius; steer clear of casca; keep an eye on cinna; don’t trust trebonius; peep metellus cimber; decius brutus isn’t your fan; you wronged caius ligarius."
"i know not love,quoth he,nor will not know it,unless it be a boar,and then i chase it;tis much to borrow,and i will not owe it;my love to love is love but to disgrace it;for i have heard,it is a life in death,that laughs and weeps,and all but with a breath.","i don’t even know love, he said, and i won’t know it unless it’s a wild boar i can chase; borrowing is too much and i refuse to owe; loving love is cool, but it drags it down; i heard it’s like living death, laughing and crying in a breath."
"the sons of york,thy betters in their birth,shall be their fathers bail;and bane to those that for my surety will refuse the boys!","the sons of york, better born than you, will bail their dads out; and those who doubt the boys can eat their words!"
"he alone dealt on lieutenantry,and no practice had in the brave squares of war.",he only dealt in lieutenancy and never had real war zone cred.
this concludes;my mothers son did get your fathers heir;your fathers heir must have your fathers land.,that’s it: my mom’s son got your dad’s heir; your dad’s heir has to get your dad’s land.
"this we prescribe,though no physician;deep malice makes too deep incision.","we prescribe this, even though we’re no docs; deep hate cuts way too deep."
what old womans that?,whose old lady is that?
"my lord,i fear,has forgot britain.","my lord, i’m lowkey worried you forgot britain."
"see the barge be ready,and fit it with such furniture as suits the greatness of his person.",get the barge ready and deck it out to match his vibe.
lord angelo is severe.,lord angelo’s a hardass.
i approve your wisdom in the deed.,i’m all about your smart move there.
"this is it that makes me bridle passion and bear with mildness my misfortunes cross,ay,ay,for this i draw in many a tear and stop the rising of blood-sucking sighs,lest with my sighs or tears i blast or drown king edwards fruit,true heir to th english crown.","this is what helps me hold back my rage and handle my bad luck with chill tears and suppressed sighs, so i don’t wreck king edward’s legacy, the real heir to the english crown."
"cromwell,i did not think to shed a tear in all my miseries,but thou hast forced me,out of thy honest truth,to play the woman.","cromwell, i never thought i’d cry in my worst days, but you forced me, with your honest truth, to get all emotional."
to the last penny;tis the kings.,down to the last penny; it’s the king’s.
"god mark thee to his grace thou wast the prettiest babe that eer i nursd:and i might live to see thee married once,i have my wish.","god bless you to his grace—you were the cutest babe i ever raised, and if i live to see you wed, i’ll be set."
"but indeed,i can do you little harm.","but honestly, i can’t do much harm to you."
"is there no respect of place,persons,nor time,in you?","don’t you have any sense of place, people, or timing?"
"i have sixty sails,caesar none better.",i’ve got sixty ships; caesar’s got nothing better.
with them shall proteus go.,proteus is rolling with them.
"o,help me,help me!","oh, help me, help me!"
"faith,once or twice she heavd the name of father pantingly forth,as if it pressd her heart;cried sisters,sisters!","real talk, she gasped ‘father’ once or twice like it crushed her heart, crying ‘sisters, sisters!’"
so bees with smoke and doves with noisome stench are from their hives and houses driven away.,"like bees driven off by smoke and doves by a stench, they’re all forced from their homes."
you are there followed by a faithful shepherd.,you’re there followed by a loyal shepherd.
"if swift thought break it not,a swifter mean shall outstrike thought,but thought will dot,i feel.","if quick thought doesn’t crack it, an even quicker move will, but i feel thought might slip."
sorrow so royally in you appears that i will deeply put the fashion on and wear it in my heart.,your royal sorrow shows so hard i’ll wear it in my heart.
"well,i will visit her.","alright, i’ll go see her."
i shall theffect of this good lesson keep as watchman to my heart.,i’ll keep this lesson on lock as a guard for my heart.
theres a bargain made.,we’ve made a deal.
"cytherea,how bravely thou becomst thy bed!","cytherea, you rock that bed so well!"
"pray god it be,sir.","god, i hope it’s real, sir."
it is a kind of deafness.,it’s like having selective deafness.
who intercepts me in my expedition?,who’s blocking me on my mission?
"the king hath happily receivd,macbeth,the news of thy success,and when he reads thy personal venture in the rebels fight,his wonders and his praises do contend which should be thine or his:silencd with that,in viewing oer the rest o th selfsame day,he finds thee in the stout norweyan ranks,nothing afeard of what thyself didst make,strange images of death.","the king just got word, macbeth, about your win, and reading about your solo fight in the rebels’ battle, he can’t decide whether to praise you or himself; then he sees you in norway’s ranks, fearless of the death you caused."
how fares your grace?,"how you doing, your grace?"
"take i your wish,i leap into the seas,wheres hourly trouble for a minutes ease.","you make a wish and i’d dive into the sea, where constant stress trades places with a minute of peace."
what makes this change?,what’s up with this switch-up?
"the wrongs i have done thee stir afresh within me;and these thy offices,so rarely kind,are as interpreters of my behind-hand slackness!","the wrongs i did you hit me fresh now, and your rare kindnesses speak louder than my past slackness!"
"dost thou know me,fellow?","do you even know me, buddy?"
"and uncle worcester,a plague upon it!","and uncle worcester, damn it!"
you kill me to deny it.,you’re killing me by denying it.
what vane?,what flag?
"why,this is he that kissed his hand away in courtesy.","oh, that’s the guy who blew kisses like a polite king."
"and when thy car is loaden with their heads,i will dismount,and by the waggon-wheel trot like a servile footman all day long,even from hyperions rising in the east until his very downfall in the sea.","when your cart’s stacked with heads, i’ll hop off and run by the wheel like your low-key servant all day, from hyperion’s rise to his fall in the sea."
and yet it cannot overtake your slow purse.,and it still can’t catch up to your slow cash flow.
"come,lets be gone.",let’s bounce.
"i pray you,father,being weak,seem so.","please, father, if you’re weak, look it."
"these three world-sharers,these competitors,are in thy vessel.","these three world-sharers, these rivals, are on your ship."
"o,fie upon them!","oh, shame on them!"
"publius,how now?","publius, what’s good?"
lions make leopards tame.,lions can tame leopards.
nor i.,not me.
"ay,what of that?",so what?
"evn as soon as thou canst,for thou hast to pull at a smack o th contrary.","as soon as you can, since you gotta pull the opposite way."
"and now who knows but you,lorenzo,whether i am yours?","and now who knows but you, lorenzo, if i’m yours?"
now near enough.,now we’re close enough.
the queen approaches.,the queen’s coming.
"gloucester,i live to thank thee for the love thou showdst the king,and to revenge thine eyes.","gloucester, i live to thank you for your love to the king and avenge my honor."
i did enact julius caesar.,i put on julius caesar myself.
it ill befits thy state and birth that thou shouldst stand while lewis doth sit.,"it’s not right for you to stand while lewis sits, given your rank."
he is my good lord;whom i serve above is my master.,he’s my lord; the one i serve above him is my master.
"thinkest thou,hortensio,though her father be very rich,any man is so very a fool to be married to hell?","you think, hortensio, that any dude is dumb enough to marry hell even if her dad’s loaded?"
"thou fond mad woman,wilt thou conceal this dark conspiracy?","you crazy woman, you gonna hide this shady plot?"
"i pray thee,bear my former answer back:bid them achieve me and then sell my bones.","i beg you, send my old reply back: have them fulfill it and then sell my bones."
"but,master,ill go draw up the net.","but, master, i’ll go set up the net."
whats that?,what’s that?
nothing but lechery!,nothing but dirty stuff!
"fillet of a fenny snake,in the cauldron boil and bake;eye of newt,and toe of frog,wool of bat,and tongue of dog,adders fork,and blind-worms sting,lizards leg,and howlets wing,for a charm of powerful trouble,like a hell-broth boil and bubble.","snake fillet in the cauldron boil and bake; eye of newt and frog’s toe; bat fur and dog’s tongue; adder’s fork and blindworm’s sting; lizard’s leg and owl’s wing, for a powerful trouble brew, like a hell-broth boil and bubble."
you must prepare to fight without achilles.,you gotta train to fight without achilles.
"lets have that,good sir.","let’s do it, good sir."
oppressed nature sleeps.,oppressed nature is sleeping.
"yea,marry,theres the point:but if without him we be thought too feeble,my judgement is,we should not step too far till we had his assistance by the hand;for in a theme so bloody-faced as this conjecture,expectation,and surmise of aids incertain should not be admitted.","yep, that’s the point: but without him we’d look weak; we shouldn’t go too far till we get his help; in such a bloody situation, guesses and hopes aren’t enough."
"sometimes her levelld eyes their carriage ride,as they did battry to the spheres intend;sometime diverted their poor balls are tied to thorbed earth;sometimes they do extend their view right on;anon their gazes lend to every place at once,and nowhere fixd,the mind and sight distractedly commixd.","sometimes her eyes level out like they’re aiming for the stars; sometimes they drop to earth; sometimes they stare straight; then they scatter everywhere, leaving her mind and sight all mixed up."
"good heart,at what?","good heart, what’s up?"
"bardolph sir john,theres one master brook below would fain speak with you and be acquainted with you,and hath sent your worship a mornings draught of sack.","bardolph, sir john, there’s a brook down there who really wants to talk to you and sent you a morning drink."
"how comes this,sir john?","what’s up, sir john?"
"goes it against the main of poland,sir,or for some frontier?","is it heading toward poland’s coast, sir, or some border?"
"if knowledge be the mark,to know thee shall suffice;well learned is that tongue that well can thee commend,all ignorant that soul that sees thee without wonder;which is to me some praise,that i thy parts admire.","if knowing is the goal, knowing you is enough; that tongue’s smart if it can praise you, and that soul’s dumb that sees you without awe; it’s a compliment i admire your skills."
"if she entreat again,do anything.","if she asks again, do anything."
"follow me,lads of peace,follow,follow,follow.","follow me, peace crew, follow, follow, follow."
my letter will resolve him of my mind.,my letter will clear up my feelings for him.
